id,quote,author
507,„Eines recht wissen und ausüben gibt höhere Bildung als Halbheit im Hundertfältigen.“―Johann Wolfgang von Goethe,Johann Wolfgang von Goethe
508,"„Die Sterne, die begehrt man nicht, man freut sich ihrer Pracht, und mit Entzücken blickt man auf in jeder heitern Nacht.“―Johann Wolfgang von Goethe",Johann Wolfgang von Goethe
509,"„Die Gegenwart ist die einzige Göttin, die ich anbete... Die Gegenwart ist eine mächtige Göttin. Die Gegenwart ist's allein, die wirkt, tröstet und erbaut!“―Johann Wolfgang von Goethe",Johann Wolfgang von Goethe
510,"„Der Wunsch, etwas zu machen, ist eine Vorahnung der Fähigkeiten, die man hat.“―Johann Wolfgang von Goethe",Johann Wolfgang von Goethe
511,"„Es ist eine unaussprechliche Glückseligkeit, wenn Gesinnungen und Empfindungen zwischen zwei Wesen wechseln, ohne irgend etwas anzustoßen.“―Johann Wolfgang von Goethe",Johann Wolfgang von Goethe
512,"„Überall lernt man nur von dem, den man liebt.“―Johann Wolfgang von Goethe",Johann Wolfgang von Goethe
513,"„Es gibt keinen größeren Trost für die Mittelmäßigkeit, als daß das Genie nicht unsterblich sei.“―Johann Wolfgang von Goethe",Johann Wolfgang von Goethe
514,"„Man muss bedenken, dass unter den Menschen gar viele sind, die doch auch etwas Bedeutendes sagen wollen, ohne produktiv zu sein, und da kommen die wunderlichsten Dinge an den Tag.“―Johann Wolfgang von Goethe",Johann Wolfgang von Goethe
515,"„Gott gibt die Nüsse, aber er beißt sie nicht auf.“―Johann Wolfgang von Goethe",Johann Wolfgang von Goethe
516,"„Die Deutschen sind übrigens wunderliche Leute! Sie machen sich durch ihre tiefen Gedanken und Ideen, die sie überall suchen und überall hineinlegen, das Leben schwerer als billig.“―Johann Wolfgang von Goethe",Johann Wolfgang von Goethe
517,"„Sich im Respekt zu erhalten / Muss man recht borstig sein. / Alles jagt man mit Falken, / Nur nicht das wilde Schwein.“―Johann Wolfgang von Goethe",Johann Wolfgang von Goethe
518,"„Was wäre aus mir geworden, wenn ich nicht gelernt hätte, die Meinung anderer zu respektieren.“―Johann Wolfgang von Goethe",Johann Wolfgang von Goethe
519,"„Der Despotismus befördert die Autokratie eines jeden, indem er von oben bis unten hinab es einem jeden in die Schuhe schiebt.“―Johann Wolfgang von Goethe",Johann Wolfgang von Goethe
520,"„Wir behalten von unseren Studien am Ende doch nur das, was wir praktisch anwenden.“―Johann Wolfgang von Goethe",Johann Wolfgang von Goethe
521,"„Gegen Kritik kann man sich weder wehren noch schützen. Man muß ihr zum Trotz handeln, und das läßt sie sich nach und nach gefallen.“―Johann Wolfgang von Goethe",Johann Wolfgang von Goethe
522,"„Glücklich, wem die Tage fließen, wechselnd zwischen Freud und Leid, zwischen Schaffen und Genießen, zwischen Welt und Einsamkeit.“―Johann Wolfgang von Goethe",Johann Wolfgang von Goethe
523,„Der Lügner hofft vergeblich Treu und Glauben.“―Johann Wolfgang von Goethe,Johann Wolfgang von Goethe
524,"„Das Leben gehört dem Lebendigen an, und wer lebt, muß auf Wechsel gefaßt sein.“―Johann Wolfgang von Goethe",Johann Wolfgang von Goethe
525,„Nichts ist höher zu schätzen als der Wert des Tages.“―Johann Wolfgang von Goethe,Johann Wolfgang von Goethe
526,„Im Busen eines Freundes widerhallend verliert sich nach und nach des Schmerzes Ton.“―Johann Wolfgang von Goethe,Johann Wolfgang von Goethe
527,„Gefühl ist alles; / Name ist Schall und Rauch.“―Johann Wolfgang von Goethe,Johann Wolfgang von Goethe
528,"„Drei Klassen von Narren: Die Männer aus Hochmut, die Mädchen aus Liebe, die Frauen aus Eifersucht.“―Johann Wolfgang von Goethe",Johann Wolfgang von Goethe
529,"„Gut, wenn ich wählen soll, so will ich Rheinwein haben./ Das Vaterland verleiht die allerbesten Gaben.“―Johann Wolfgang von Goethe",Johann Wolfgang von Goethe
530,"„Ich kenne freilich ihrer Menschen genug, die das Beste und Größte, was ihnen von außen gebracht werden kann, in ihrer Vorstellungsart erst möglichst verkleinern müssen, um es mit ihrem kümmerlichen Wesen nur einigermaßen verbinden zu können.“―Johann Wolfgang von Goethe",Johann Wolfgang von Goethe
531,"„Alle Mystik ist ein Transzendieren und ein Ablösen von irgendeinem Gegenstande, den man hinter sich zu lassen glaubt.“―Johann Wolfgang von Goethe",Johann Wolfgang von Goethe
532,„Mir gäb es keine größ're Pein wär' ich im Paradies allein.“―Johann Wolfgang von Goethe,Johann Wolfgang von Goethe
533,"„Ehrfurcht ist der Angelpunkt der Welt, Ehrfurcht gegenüber der Natur, dem Mitmenschen und Gott.“―Johann Wolfgang von Goethe",Johann Wolfgang von Goethe
534,„Der Liebe Sehnsucht fordert Gegenwart.“―Johann Wolfgang von Goethe,Johann Wolfgang von Goethe
535,"„Verschiedene Sprüche der Alten, die man sich öfters zu wiederholen pflegt, hatten eine ganz andere Bedeutung, als man ihnen in späteren Zeiten geben möchte.“―Johann Wolfgang von Goethe",Johann Wolfgang von Goethe
536,"„Kein tolleres Versehen kann sein, gibst einem ein Fest und lädst ihn nicht ein.“―Johann Wolfgang von Goethe",Johann Wolfgang von Goethe
537,"„Ich bin Gott darin ähnlich, daß er immer geschehen läßt, was er nicht will.“―Johann Wolfgang von Goethe",Johann Wolfgang von Goethe
538,"„Ach, es versucht uns nichts so mächtig an der Mangel. Die klügsten Fische treibt der Hunger an die Angel.“―Johann Wolfgang von Goethe",Johann Wolfgang von Goethe
539,"„Man kann nicht für jedermann leben, besonders für die nicht, mit denen man nicht leben möchte.“―Johann Wolfgang von Goethe",Johann Wolfgang von Goethe
540,"„Die Pflicht sei tätig, wo die Liebe verstummt.“―Johann Wolfgang von Goethe",Johann Wolfgang von Goethe
541,"„Die Träne quillt, die Erde hat mich wieder.“―Johann Wolfgang von Goethe",Johann Wolfgang von Goethe
542,„Dass die Besserung der Toren durchs Lächerliche kein fruchtloses Unternehmen sei.“―Johann Wolfgang von Goethe,Johann Wolfgang von Goethe
543,"„Willst du dich am Ganzen erquicken, so muss du das Ganze im Kleinsten erblicken.“―Johann Wolfgang von Goethe",Johann Wolfgang von Goethe
544,"„Es ärgert den Menschen, daß die Wahrheit so einfach ist.“―Johann Wolfgang von Goethe",Johann Wolfgang von Goethe
545,"„Denn wer lange bedenkt, der wählt immer das Beste.“―Johann Wolfgang von Goethe",Johann Wolfgang von Goethe
546,"„Ach, daß wir doch dem reinen stillen Wink des Herzens nachzugeh'n so sehr verlernen!“―Johann Wolfgang von Goethe",Johann Wolfgang von Goethe
547,"„In ganz gemeinen Dingen hängt viel von Wahl und Wollen ab; das Höchste, was uns begegnet, kommt wer weiß woher.“―Johann Wolfgang von Goethe",Johann Wolfgang von Goethe
548,"„Herr, laß dir gefallen Dieses kleine Haus, Größre kann man bauen, Mehr kommt nicht heraus.“―Johann Wolfgang von Goethe",Johann Wolfgang von Goethe
549,"„Der Ausspruch 'Er soll dein Herr sein' ist die Formel einer barbarischen Zeit, die lange vorüber ist.“―Johann Wolfgang von Goethe",Johann Wolfgang von Goethe
550,„Mathematik sich immer mit dem... und Würdigen beschäftigend. Verglichen mit dem Wollen und Dichten.“―Johann Wolfgang von Goethe,Johann Wolfgang von Goethe
551,"„Handle besonnen, ist eine praktische Seite von: Erkenne dich selbst.“―Johann Wolfgang von Goethe",Johann Wolfgang von Goethe
552,"„In der Jugend ist ihm ein froher Gefährte der Leichtsinn, / Der die Gefahr ihm verbirgt und heilsam geschwinde die Spuren / Tilget des schmerzlichen Übels, sobald es nur irgend vorbeizog.“―Johann Wolfgang von Goethe",Johann Wolfgang von Goethe
553,"„Heute geh ich, komm ich wieder, singen wir ganz andre Lieder. Wo so viel sich hoffen läßt, ist der Abschied ja ein Fest.“―Johann Wolfgang von Goethe",Johann Wolfgang von Goethe
554,„Rasch im Fliehn haschen wir des Lebens Gaben.“―Johann Wolfgang von Goethe,Johann Wolfgang von Goethe
555,"„Das Genie, es will gleich obenaus.“―Johann Wolfgang von Goethe",Johann Wolfgang von Goethe
556,"„Was der Mensch leisten soll, muß sich als sein zweites Selbst von ihm ablösen, und wie könnte das möglich sein, wäre sein erstes Selbst nicht ganz davon durchdrungen.“―Johann Wolfgang von Goethe",Johann Wolfgang von Goethe
557,„Zuwachs an Kenntnis ist Zuwachs an Unruhe.“―Johann Wolfgang von Goethe,Johann Wolfgang von Goethe
558,"„Die Astronomie ist mir deswegen so wert, weil sie die einzige aller Wissenschaften ist, die auf allgemein anerkannten, unbestreibaren Basen ruht, mithin mit voller Sicherheit immer weiter durch die Unendlichkeit fortschreitet. Getrennt durch Länder und Meere teilen die Astronomen, diese geselligsten aller Einsiedler, sich ihre Elemewnte mit und können darauf wie auf Felsen fortbauen.“―Johann Wolfgang von Goethe",Johann Wolfgang von Goethe
559,"„Alle wirklich klugen Gedanken sind schon tausendmal gedacht worden; um sie zu unseren eigenen zu machen, müssen wir sie aufrichtig überdenken, bis sie sich in unseren persönlichen Erfahrungen niederschlagen.“―Johann Wolfgang von Goethe",Johann Wolfgang von Goethe
560,„Fluch sei der Hoffnung! Fluch dem Glauben! Und Fluch vor allem der Geduld!“―Johann Wolfgang von Goethe,Johann Wolfgang von Goethe
561,"„Ein Lump bleibt ein Lump, und eine pedantische Natur wird durch einen selbst täglichen Verkehr mit der Großheit antiker Gesinnung um keinen Zoll größer werden.“―Johann Wolfgang von Goethe",Johann Wolfgang von Goethe
562,"„Tadeln darf man keinen Abgeschiedenen; nicht was sie gefehlt und gelitten, sondern was sie geleistet und getan, beschäftige die Hinterbliebenen.“―Johann Wolfgang von Goethe",Johann Wolfgang von Goethe
563,"„Es ist eine schöne Empfindung, wenn wir uns alter Zeiten und alter unschädlicher Irrtümer erinnern, besonders wenn es in einem Augenblicke geschieht, da wir eine Höhe glücklich erreicht haben.“―Johann Wolfgang von Goethe",Johann Wolfgang von Goethe
564,"„Wenn man alle Gesetze studieren wollte, so hätte man gar keine Zeit mehr, sie zu übertreten.“―Johann Wolfgang von Goethe",Johann Wolfgang von Goethe
565,„Des echten Mannes wahre Feier ist die Tat.“―Johann Wolfgang von Goethe,Johann Wolfgang von Goethe
566,"„Der Schauspieler muss stets bedenken, dass er um des Publikums willen da ist.“―Johann Wolfgang von Goethe",Johann Wolfgang von Goethe
567,"„Fürchterlich ist einer, der nichts zu verlieren hat.“―Johann Wolfgang von Goethe",Johann Wolfgang von Goethe
568,„Den besten Unterricht zieht man aus vollständiger Umgebung.“―Johann Wolfgang von Goethe,Johann Wolfgang von Goethe
569,"„Aber du weißt, wie ich im Anschaun lebe; es sind mir tausend Lichter aufgegangen.“―Johann Wolfgang von Goethe",Johann Wolfgang von Goethe
570,"„Fehler kann man begehen, wie man will, nur baue man sie nicht auf.“―Johann Wolfgang von Goethe",Johann Wolfgang von Goethe
571,"„Was ist da viel zu definieren? Lebendiges Gefühl der Zustände und Fähigkeit, es auszudrücken, machen den Poeten.“―Johann Wolfgang von Goethe",Johann Wolfgang von Goethe
572,"„Wer Gedächtnis hat, sollte niemand beneiden.“―Johann Wolfgang von Goethe",Johann Wolfgang von Goethe
573,"„Was ich besitze, mag ich gern bewahren. Der Wechsel unterhält, doch nutzt er kaum.“―Johann Wolfgang von Goethe",Johann Wolfgang von Goethe
574,"„Je mehr man kennt, desto mehr man weiß, erkennt man: alles dreht im Kreis.“―Johann Wolfgang von Goethe",Johann Wolfgang von Goethe
575,"„Kannst dem Schicksal widerstehen, Aber manchmal gibt es Schläge; Will's nicht aus dem Wege gehen, Ei, so geh' du aus dem Wege!“―Johann Wolfgang von Goethe",Johann Wolfgang von Goethe
576,"„An den Novellen des Cervantes [habe ich] einen wahren Schatz gefunden, sowohl der Unterhaltung als der Belehrung.“―Johann Wolfgang von Goethe",Johann Wolfgang von Goethe
577,"„Tod ist Trennung, dreifacher Tod Trennung ohne Hoffnung wiederzusehn.“―Johann Wolfgang von Goethe",Johann Wolfgang von Goethe
578,"„Ich kenne kein anderes Bestreben, als mich selbst, nach meiner Weise, soviel als möglich auszubilden, damit ich an dem Unendlichen, in das wir gesetzt sind, immer reiner und froher Anteil nehmen möge!“―Johann Wolfgang von Goethe",Johann Wolfgang von Goethe
579,"„Die Schmauchlümmel ersticken jeden honetten Menschen, der nicht zu seiner Verteidigung zu Rauchen vermag.“―Johann Wolfgang von Goethe",Johann Wolfgang von Goethe
580,"„Neigung besiegen ist schwer, gesellt sich aber Gewohnheit wurzelnd allmählich dazu, unüberwindlich ist sie.“―Johann Wolfgang von Goethe",Johann Wolfgang von Goethe
581,"„Als gäbs einen Gott so im Gehirn, Da! hinter des Menschen alberner Stirn, Der sei viel herrlicher als das Wesen, An dem wir die Breite der Gottheit lesen.“―Johann Wolfgang von Goethe",Johann Wolfgang von Goethe
582,"„Gewöhnlich glaubt der Mensch, wenn er nur Worte hört, / Es müsse sich dabei doch auch was denken lassen.“―Johann Wolfgang von Goethe",Johann Wolfgang von Goethe
583,"„Scheint mir die Sonne heut, um das zu überlegen, was gestern war? und raten, zu verbinden, was nicht zu erraten, nicht zu verbinden ist, das Schicksal eines kommenden Tages?“―Johann Wolfgang von Goethe",Johann Wolfgang von Goethe
584,"„Was du ererbt von deinen Vätern hast, / erwirb es, um es zu besitzen. / Was man nicht nützt, ist eine schwere Last; / Nur was der Augenblick erschafft, das kann er nützen.“―Johann Wolfgang von Goethe",Johann Wolfgang von Goethe
585,"„Schöneres ist nicht auf der Welt als Neigung, durch Vernunft und Gewissen geleitet.“―Johann Wolfgang von Goethe",Johann Wolfgang von Goethe
586,"„Es ist nichts groß als das Wahre, und das kleinste Wahre ist groß.“―Johann Wolfgang von Goethe",Johann Wolfgang von Goethe
587,"„Der Haß ist eine läst'ge Bürde, er senkt das Herz tief in die Brust hinab und legt sich wie ein Grabstein auf alle Freuden.“―Johann Wolfgang von Goethe",Johann Wolfgang von Goethe
588,"„Die Sonnenblume möchte dich begrüßen, dieweil sie sich so gern zur Sonne wendet. Nur steht zur Zeit sie noch zurückgewiesen; doch du erscheinst und sie ist gleich vollendet.“―Johann Wolfgang von Goethe",Johann Wolfgang von Goethe
589,„Wir sind niemals politisch bedeutend gewesen. Unsre ganze Bedeutung bestand in einer gegen unsere Kräfte disproportionierten Beförderung der Künste und Wissenschaften.“―Johann Wolfgang von Goethe,Johann Wolfgang von Goethe
590,"„Irren heißt, sich in einem Zustande befinden, als wenn das Wahre gar nicht wäre; den Irrtum sich und anderen entdecken, heißt rückwärts erfinden.“―Johann Wolfgang von Goethe",Johann Wolfgang von Goethe
591,"„Entzieht euch dem verstorbnen Zeug, lebendges laßt uns lieben!“―Johann Wolfgang von Goethe",Johann Wolfgang von Goethe
592,"„Die Funktion ist das Dasein, in Tätigkeit gebracht.“―Johann Wolfgang von Goethe",Johann Wolfgang von Goethe
593,"„Anderer Orten muß man das Bedeutende aufsuchen, hier werden wir davon überdrängt und überfüllt.(...) Man müßte mit tausend Griffeln schreiben, was soll hier eine Feder!“―Johann Wolfgang von Goethe",Johann Wolfgang von Goethe
594,"„Der Mensch ist als wirklich in die Mitte einer wirklichen Welt gesetzt und mit solchen Organen begabt, daß er das Wirkliche und nebenbei das Mögliche erkennen und hervorbringen kann. Alle gesunden Menschen haben die Überzeugung ihres Daseins und eines Daseienden um sie her.“―Johann Wolfgang von Goethe",Johann Wolfgang von Goethe
595,"„Das Wahre ist gottähnlich; es erscheint nicht unmittelbar, wir müssen es in seinen Manifestationen erraten.“―Johann Wolfgang von Goethe",Johann Wolfgang von Goethe
596,"„Die ganze Welt ist voll armer Teufel, denen mehr oder weniger angst ist.“―Johann Wolfgang von Goethe",Johann Wolfgang von Goethe
597,"„Wer streitet, hüte sich, bei dieser Gelegenheit Sachen zu sagen, die ihm niemand streitig macht.“―Johann Wolfgang von Goethe",Johann Wolfgang von Goethe
598,"„Gleich zu sein unter Gleichen, das lässt sich schwer erreichen: Du müsstest ohne Verdrießen wie der Schlechteste zu sein dich entschließen.“―Johann Wolfgang von Goethe",Johann Wolfgang von Goethe
599,"„Die Freundschaft ist gerecht, sie kann allein den ganzen Umfang deines Werts erkennen.“―Johann Wolfgang von Goethe",Johann Wolfgang von Goethe
600,"„Hypothesen sind Wiegenlieder, womit der Lehrer seine Schüler einlullt, der denkende treue Beobachter lernt immer mehr seine Beschränkung kennen, er sieht: je weiter sich das Wissen ausbreitet, desto mehr Probleme kommen zum Vorschein.“―Johann Wolfgang von Goethe",Johann Wolfgang von Goethe
601,"„Das Spionieren, scheint's, ist eine Lust.“―Johann Wolfgang von Goethe",Johann Wolfgang von Goethe
602,"„Ein bißchen schwer ist's, sich mit sich selbst zu vertragen, und doch im Grunde das einzige, worauf's ankommt.“―Johann Wolfgang von Goethe",Johann Wolfgang von Goethe
603,"„Ach, was ich weiß, kann jeder wissen - mein Herz habe ich allein.“―Johann Wolfgang von Goethe",Johann Wolfgang von Goethe
604,"„Mir, der ich selten selbst geschrieben was ich zum Druck beförderte, und, weil ich diktirte, mich dazu verschiedener Hände bedienen mußte, war die konsequente Rechtschreibung immer ziemlich gleichgültig.“―Johann Wolfgang von Goethe",Johann Wolfgang von Goethe
605,"„Die Erscheinung ist vom Betrachter nicht losgelöst, vielmehr in die Individualität desselben verschlungen und verwickelt.“―Johann Wolfgang von Goethe",Johann Wolfgang von Goethe
606,"„Wer sich mit reiner Erfahrung begnügt und darnach handelt, der hat Wahres genug. Das heranwachsende Kind ist weise in diesem Sinne.“―Johann Wolfgang von Goethe",Johann Wolfgang von Goethe
607,"„Fast bei allen Urteilen (in der deutschen Literatur) waltet nur der gute oder böse Wille gegen den Poeten, und die Fratze des Parteigeistes ist mir mehr zuwider als irgendeine Karikatur.“―Johann Wolfgang von Goethe",Johann Wolfgang von Goethe
608,"„Die Katze, die der Jäger schoß,/ Macht nie der Koch zum Hasen.“―Johann Wolfgang von Goethe",Johann Wolfgang von Goethe
609,„Die Sprache bringt doch eine Art von Atmosphäre des Landes mit.“―Johann Wolfgang von Goethe,Johann Wolfgang von Goethe
610,"„Alle Gesetze sind Versuche, sich den Absichten der moralischen Weltordnung im Welt- und Lebenslaufe zu nähern.“―Johann Wolfgang von Goethe",Johann Wolfgang von Goethe
611,"„Man reist ja nicht um anzukommen, sondern um zu reisen.“―Johann Wolfgang von Goethe",Johann Wolfgang von Goethe
612,"„Was heute wirkt, es wirkt aufs ganze Leben.“―Johann Wolfgang von Goethe",Johann Wolfgang von Goethe
613,"„Unter der Schwelle siedet die Hölle, und der Böse macht ein Getöse.“―Johann Wolfgang von Goethe",Johann Wolfgang von Goethe
614,"„Noch niemand konnte es fassen, wie Seele und Leib so schön zusammenpassen, so fest sich halten, als um nie zu scheiden, und doch den Tag sich immerfort verleiden.“―Johann Wolfgang von Goethe",Johann Wolfgang von Goethe
615,„Kein großer Mensch hat sich je über mangelnde Gelegenheit beschwert.“―Johann Wolfgang von Goethe,Johann Wolfgang von Goethe
616,"„Das Pergament, ist das der heil'ge Bronnen, Woraus ein Trunk den Durst auf ewig stillt? Erquickung hast du nicht genommen, Wenn sie dir nicht aus eigner Seele quillt.“―Johann Wolfgang von Goethe",Johann Wolfgang von Goethe
617,"„Madame Roland, auf dem Blutgerüste, verlangte Schreibzeug, um die ganz besonderen Gedanken aufzuschreiben, die ihr auf dem letzten Wege vorgeschwebt. Schade, dass man ihr's versagte; denn am Ende des Lebens gehen dem gefassten Geiste Gedanken auf, bisher undenkbare; sie sind wie selige Dämonen, die sich auf den Gipfeln der Vergangenheit glänzend niederlassen.“―Johann Wolfgang von Goethe",Johann Wolfgang von Goethe
618,"„An den ältesten Männern gefiel mir am besten, daß Poesie, Religion und Philosophie ganz in eins zusammenfiel.“―Johann Wolfgang von Goethe",Johann Wolfgang von Goethe
619,"„Alles Edle ist an sich stiller Natur und scheint zu schlafen, bis es durch Widerspruch geweckt und herausgefordert wird.“―Johann Wolfgang von Goethe",Johann Wolfgang von Goethe
620,"„Denn ich bin unbarmherzig, unduldsam gegen alle, die auf ihrem Wege schlendern oder irren und doch für Boten und Reisende gehalten werden wollen.“―Johann Wolfgang von Goethe",Johann Wolfgang von Goethe
621,„Alle Sorgen nur auf morgen! Sorgen sind für morgen gut.“―Johann Wolfgang von Goethe,Johann Wolfgang von Goethe
622,"„Es war die Art zu allen Zeiten, / / Irrtum statt Wahrheit zu verbreiten.“―Johann Wolfgang von Goethe",Johann Wolfgang von Goethe
623,"„Und wie wir eben Menschen sind, wir schlafen sämtlich auf Vulkanen.“―Johann Wolfgang von Goethe",Johann Wolfgang von Goethe
624,„Zwischen uns sei Wahrheit.“―Johann Wolfgang von Goethe,Johann Wolfgang von Goethe
625,"„An den Fehlern erkennt man den Menschen, an den Vorzügen den einzelnen.“―Johann Wolfgang von Goethe",Johann Wolfgang von Goethe
626,"„Jedem Worte klingt der Ursprung nach, wo es sich her bedingt.“―Johann Wolfgang von Goethe",Johann Wolfgang von Goethe
627,„Auf deinem Grabstein wird man lesen:/ Das ist fürwahr ein Mensch gewesen.“―Johann Wolfgang von Goethe,Johann Wolfgang von Goethe
628,"„Von allen Geistern, die verneinen, Ist mir der Schalk am wenigsten zur Last.“―Johann Wolfgang von Goethe",Johann Wolfgang von Goethe
629,"„Die menschlichen Gebrechen sind rechte Bandwürmer: man reißt wohl einmal ein Stück los, und der Stock bleibt immer sitzen. Ich will doch Herr werden!“―Johann Wolfgang von Goethe",Johann Wolfgang von Goethe
630,"„Gar leicht gehorcht man einem edlen Herrn, Der überzeugt, indem er uns gebietet.“―Johann Wolfgang von Goethe",Johann Wolfgang von Goethe
631,"„Und wer des Knäuels zartes Ende hält, / Der schlingt sich wohl durchs Labyrinth der Welt.“―Johann Wolfgang von Goethe",Johann Wolfgang von Goethe
632,"„Wenn sich lau die Lüfte füllen / Um den grün umschränkten Plan, / Süße Düfte, Nebelhüllen / Senkt die Dämmerung heran. / Lispelt leise süßen Frieden, / Wiegt das Herz in Kindesruh; / Und den Augen dieses Müden / Schließt des Tages Pforte zu.“―Johann Wolfgang von Goethe",Johann Wolfgang von Goethe
633,„Allen anderen Künsten muß man etwas vergeben; der griechischen allein bleibt man Schuldner.“―Johann Wolfgang von Goethe,Johann Wolfgang von Goethe
634,"„Bin ich der Flüchtling nicht? Der unbehauste? Der Unmensch ohne Zweck und Ruh; der wie ein Wassersturz von Fels zu Felsen brauste, begierig wütend, nach dem Abgrund zu?“―Johann Wolfgang von Goethe",Johann Wolfgang von Goethe
635,"„Ich halte es für eine Sünde, das nil admirari zu lehren; im Gegenteil hat Plato Recht, der die Bewunderung die Mutter alles Schönen und Guten nennt.“―Johann Wolfgang von Goethe",Johann Wolfgang von Goethe
636,„Missverständnisse und Trägheit machen vielleicht mehr Irrungen in der Welt als List und Bosheit.“―Johann Wolfgang von Goethe,Johann Wolfgang von Goethe
637,"„Übrigens sind Bescheidenheit und Dünkel sittliche Dinge so geistiger Art, dass sie wenig mit dem Körper zu schaffen haben. Bei Bornierten und geistig Dunklen findet sich der Dünkel, bei geistig Klaren und Hochbegabten aber findet er sich nie.“―Johann Wolfgang von Goethe",Johann Wolfgang von Goethe
638,„Vernünftiges und Unvernünftiges haben gleichen Widerstand zu erleiden.“―Johann Wolfgang von Goethe,Johann Wolfgang von Goethe
639,"„Trage dein Übel, wie du magst, klage niemand dein Mißgeschick; Wie du dem Freunde ein Unglück klagst, gibt er dir gleich ein Dutzend zurück.“―Johann Wolfgang von Goethe",Johann Wolfgang von Goethe
640,"„Aber auch der deutschen Nation darf es nicht zum Vorwurf gereichen, daß ihre geographische Lage sie eng zusammenhält, indem ihre politische sie zerstückelt. Wir wollen die Umwälzungen nicht wünschen, die in Deutschland klassische Werke vorbereiten könnten.“―Johann Wolfgang von Goethe",Johann Wolfgang von Goethe
641,„Es ist nichts furchtbarer anzuschauen als grenzenlose Tätigkeit ohne Fundament.“―Johann Wolfgang von Goethe,Johann Wolfgang von Goethe
642,„Wir sollten alle miteinander Mitleid haben.“―Johann Wolfgang von Goethe,Johann Wolfgang von Goethe
643,"„Der Theologe befreit dich von der Sünde, die er selbst erfunden; der Jurist gewinnt dir deinen Prozeß und bringt deinen Gegner, der gleiches Recht hat, an den Bettelstab; der Medikus kuriert dir deine Krankheit weg, die andere herbei.“―Johann Wolfgang von Goethe",Johann Wolfgang von Goethe
644,"„Gott segne Kupfer, Druck und jedes andere vervielfältigende Mittel, so daß das Gute, was einmal da war, nicht wieder zugrunde gehen kann.“―Johann Wolfgang von Goethe",Johann Wolfgang von Goethe
645,"„Im Grunde aber sind wir alle kollektive Wesen, wir mögen uns stellen, wie wir wollen. Denn wie weniges haben und sind wir, das wir im reinsten Sinne unser Eigentum nennen! Wir müssen alle empfangen und lernen, sowohl von denen, die vor uns waren, als von denen, die mit uns sind. Selbst das größte Genie würde nicht weit kommen, wenn es alles seinem eigenen Innern verdanken wollte.“―Johann Wolfgang von Goethe",Johann Wolfgang von Goethe
646,"„Zu vollenden ist nicht die Sache des Schülers; es ist genug, wenn er sie übt.“―Johann Wolfgang von Goethe",Johann Wolfgang von Goethe
647,"„Dazu sind wir Alten ja da, dass wir die Jugend vor Unbesonnenheiten warnen, als wir jung waren, machten wir es selbst nicht besser, aber es hat uns Verdrießlichkeiten zugezogen in zahlloser Menge.“―Johann Wolfgang von Goethe",Johann Wolfgang von Goethe
648,„Den Beweis der Unsterblichkeit muß jeder in sich selber tragen.“―Johann Wolfgang von Goethe,Johann Wolfgang von Goethe
649,"„Dass Güte, ja Vermögen selbst, nur Reizungen sind, denen sich ein Frauenzimmer mit Vorbedacht hingibt, die jedoch unwirksam bleiben, sobald Liebe sich mit den Reizen und in Begleitung der Jugend zeigt.“―Johann Wolfgang von Goethe",Johann Wolfgang von Goethe
650,"„Von früher Jugend an hatte mir und meiner Schwester der Vater selbst im Tanzen Unterricht gegeben, welches einen so ernsthaften Mann wunderlich genug hätte kleiden sollen, allein er ließ sich auch dabei nicht aus der Fassung bringen.“―Johann Wolfgang von Goethe",Johann Wolfgang von Goethe
651,"„Man sei erst liebenswert, wenn man geliebt sein will.“―Johann Wolfgang von Goethe",Johann Wolfgang von Goethe
652,„Deutlichkeit ist eine gehörige Verteilung von Licht und Schatten.“―Johann Wolfgang von Goethe,Johann Wolfgang von Goethe
653,"„Die Verbindung einer Reisegesellschaft ist eine Art von Ehe, und man findet sich bei ihr auch leider, wie bei dieser, oft mehr aus Konvenienz als aus Harmonie zusammen.“―Johann Wolfgang von Goethe",Johann Wolfgang von Goethe
654,"„Unter die Übungen des Stoizismus, den ich deshalb, so ernstlich als es einem Knaben möglich ist, bei mir ausbildete, gehörten auch die Duldungen körperlicher Leiden. Sehr viele Scherze der Jugend beruhen auf einem Wettstreit solcher Ertragungen.“―Johann Wolfgang von Goethe",Johann Wolfgang von Goethe
655,"„Ich bin sehr selten mit meinem Herzen im Streit, aber noch seltener einig. Das heißt, wir geben einander oft nach als gute Freunde, ob wir gleich nicht einer Meinung sind.“―Johann Wolfgang von Goethe",Johann Wolfgang von Goethe
656,"„Für alle Vögel gibt es Lockspeisen, und jeder Mensch wird auf seine eigene Art geleitet und verleitet.“―Johann Wolfgang von Goethe",Johann Wolfgang von Goethe
657,"„Die Wahrheit gehört dem Menschen, der Irrtum der Zeit an...“―Johann Wolfgang von Goethe",Johann Wolfgang von Goethe
658,"„Wo ist der Mittelpunkt der Welt, auf den sich alles beziehen muß? – in unserem Herzen.“―Johann Wolfgang von Goethe",Johann Wolfgang von Goethe
659,"„Soll zwischen uns kein fernster Zwist sich regen, Ich liebe mir den Zaubrer zum Kollegen.“―Johann Wolfgang von Goethe",Johann Wolfgang von Goethe
660,"„Waget laut und klar zu nennen sein Bemühen, seine Tugend;/ denn ein herzlich Anerkennen ist des Alters zweite Jugend!“―Johann Wolfgang von Goethe",Johann Wolfgang von Goethe
